湾	E
是	S
中	B
国	E
领	B
土	E
不	B
可	M
分	M
割	E
的	S
一	S
部	B
分	E
。	S
完	B
成	E
祖	B
国	E
统	B
一	E
，	S
是	S
大	B
势	M
所	M
趋	E
，	S
民	B
心	M
所	M
向	E
。	S
任	B
何	E
企	B
图	E
制	B
造	E
“	S
两	S
个	S
中	B
国	E
”	S
、	S
“	S
一	B
中	M
一	M
台	E
”	S
、	S
“	S
台	B
湾	E
独	B
立	E
”	S
的	S
图	B
谋	E
，	S
都	S
注	B
定	E
要	S
更	S
失	B
败	E
。	S
希	B
望	E
台	B
湾	E
当	B
局	E
以	S
民	B
族	E
大	B
义	E
为	B
重	E
，	S
拿	S
出	S
诚	B
意	E
，	S
采	B
取	E
实	B
际	E
的	S
行	B
动	E
，	S
推	B
动	E
两	B
岸	E
经	B
济	E
文	B
化	E
交	B
流	E
和	S
人	B
员	E
往	B
来	E
，	S
促	B
进	E
两	B
岸	E
直	B
接	E
通	B
邮	E
、	S
通	B
航	E
、	S
通	B
商	E
的	S
早	B
日	E
实	B
现	E
，	S
并	S
尽	B
早	E
回	B
应	E
我	B
们	E
发	B
出	E
的	S
在	S
一	B
个	E
中	B
国	E
的	S
原	B
则	E
下	S
两	B
岸	E
进	B
行	E
谈	B
判	E
的	S
郑	B
重	E
呼	B
吁	E
。	S

环	B
顾	E
全	B
球	E
，	S
日	B
益	E
密	B
切	E
的	S
世	B
界	E
经	B
济	E
联	B
系	E
，	S
日	B
新	M
月	M
异	E
的	S
科	B
技	E
进	B
步	E
，	S
正	B
在	E
为	S
各	B
国	E
经	B
济	E
的	S
发	B
展	E
提	B
供	E
历	B
史	E
机	B
遇	E
。	S
但	B
是	E
，	S
世	B
界	E
还	S
不	S
安	B
宁	E
。	S
南	B
北	E
之	B
间	E
的	S
贫	B
富	E
差	B
距	E
继	B
续	E
扩	B
大	E
；	S
局	B
部	E
冲	B
突	E
时	B
有	M
发	M
生	E
；	S
不	S
公	B
正	E
不	S
合	B
理	E
的	S
旧	S
的	S
国	B
际	E
政	B
治	M
经	M
济	E
秩	B
序	E
还	S
没	B
有	E
根	B
本	E
改	B
变	E
；	S
发	B
展	M
中	M
国	M
家	E
在	S
激	B
烈	E
的	S
国	B
际	E
经	B
济	E
竞	B
争	E
中	S
仍	S
处	B
于	E
弱	B
势	E
地	B
位	E
；	S
人	B
类	E
的	S
生	B
存	E
与	S
发	B
展	E
还	S
面	B
临	E
种	B
种	E
威	B
胁	E
和	S
挑	B
战	E
。	S
和	B
平	E
与	S
发	B
展	E
的	S
前	B
景	E
是	S
光	B
明	E
的	S
，	S
２	B
１	E
世	B
纪	E
将	S
是	S
充	B
满	E
希	B
望	E
的	S
世	B
纪	E
。	S
但	S
前	B
进	E
的	S
道	B
路	E
不	S
会	S
也	S
不	S
可	B
能	E
一	B
帆	M
风	M
顺	E
，	S
关	B
键	E
是	S
世	B
界	E
各	B
国	E
人	B
民	E
要	S
进	B
一	M
步	E
团	B
结	E
起	B
来	E
，	S
共	B
同	E
推	B
动	E
早	B
日	E
建	B
立	E
公	B
正	E
合	B
理	E
的	S
国	B
际	E
政	B
治	M
经	M
济	E
新	S
秩	B
序	E
。	S

中	B
国	E
政	B
府	E
将	S
继	B
续	E
坚	B
持	E
奉	B
行	E
独	B
立	M
自	M
主	E
的	S
和	B
平	E
外	B
交	E
政	B
策	E
，	S
在	S
和	B
平	M
共	M
处	E
五	S
项	S
原	B
则	E
的	S
基	B
础	E
上	S
努	B
力	E
发	B
展	E
同	S
世	B
界	E
各	B
国	E
的	S
友	B
好	E
关	B
系	E
。	S
中	B
国	E
愿	B
意	E
加	B
强	E
同	S
联	B
合	M
国	E
和	S
其	B
他	E
国	B
际	E
组	B
织	E
的	S
协	B
调	E
，	S
促	B
进	E
在	S
扩	B
大	E
经	B
贸	E
科	B
技	E
交	B
流	E
、	S
保	B
护	E
环	B
境	E
、	S
消	B
除	E
贫	B
困	E
、	S
打	B
击	E
国	B
际	E
犯	B
罪	E
等	S
方	B
面	E
的	S
国	B
际	E
合	B
作	E
。	S
中	B
国	E
永	B
远	E
是	S
维	B
护	E
世	B
界	E
和	B
平	E
与	S
稳	B
定	E
的	S
重	B
要	E
力	B
量	E
。	S
中	B
国	E
人	B
民	E
愿	S
与	S
世	B
界	E
各	B
国	E
人	B
民	E
一	B
道	E
，	S
为	S
开	B
创	E
持	B
久	E
和	B
平	E
、	S
共	B
同	E
发	B
展	E
的	S
新	S
世	B
纪	E
而	S
不	B
懈	M
努	M
力	E
！	S

在	S
这	S
辞	B
旧	M
迎	M
新	E
的	S
美	B
好	E
时	B
刻	E
，	S
我	S
祝	S
大	B
家	E
新	B
年	E
快	B
乐	E
，	S
家	B
庭	E
幸	B
福	E
！	S

